,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
76,2010-04-29,5335069,585737452,111.0,111.5,108.0,108.0,-1.5,2732
77,2010-04-30,12151153,1343269078,111.0,113.0,107.0,108.5,0.5,4926
78,2010-05-03,6133589,654681808,109.0,110.0,105.0,107.5,-1.0,2465
79,2010-05-04,7177755,753404275,109.0,109.0,103.0,105.0,-2.5,3490
80,2010-05-05,9086804,921223224,102.0,103.5,100.0,101.0,-4.0,4309
81,2010-05-06,6003476,598123500,101.0,102.0,97.7,98.1,-2.9,3460
82,2010-05-07,6752762,668392624,96.0,101.5,96.0,101.0,2.9,3844
83,2010-05-10,5287785,529211285,101.0,101.5,99.1,100.0,-1.0,2981
84,2010-05-11,5164024,518842368,101.0,102.0,99.2,99.2,-0.8,2595
85,2010-05-12,4727317,465013290,100.0,100.5,96.2,97.0,-2.2,2732
86,2010-05-13,4448836,441231301,99.0,100.0,98.1,99.0,2.0,2246
87,2010-05-14,2959939,293284822,98.6,99.9,98.0,99.5,0.5,1757
88,2010-05-17,5500976,530502044,99.0,99.0,94.1,95.5,-4.0,3146
89,2010-05-18,10906236,1003535377,95.6,96.1,89.8,91.5,-4.0,5567
90,2010-05-19,7692190,704281170,90.1,93.4,89.6,92.2,0.7,4130
91,2010-05-20,5760175,523683558,92.9,93.0,89.7,89.8,-2.4,3127
92,2010-05-21,6592583,575933504,87.2,88.9,85.6,87.5,-2.3,3395
93,2010-05-24,3197011,283462701,88.5,89.3,88.1,88.6,1.1,1990
94,2010-05-25,7484028,634376008,88.0,88.4,82.4,83.6,-5.0,4103
95,2010-05-26,6828010,583643049,84.1,87.1,83.8,86.2,2.6,3662
96,2010-05-27,5565874,494407511,86.4,90.7,85.2,90.3,4.1,2903
97,2010-05-28,6760710,622967172,92.3,93.2,91.1,91.9,1.6,3552
98,2010-05-31,3286030,303093185,91.9,93.0,91.5,93.0,1.1,1911
99,2010-06-01,3373258,309873531,93.0,93.1,91.0,91.0,-2.0,1802
100,2010-06-02,10210554,899785153,90.0,90.5,86.5,86.9,-4.1,5394
101,2010-06-03,6993495,621551340,88.3,89.5,88.3,89.5,2.6,3740
102,2010-06-04,5680820,502604114,90.0,90.2,87.6,87.6,-1.9,3389
103,2010-06-07,5114345,434779760,83.0,87.6,83.0,87.1,-0.5,3110
104,2010-06-08,4039951,353908496,87.2,88.5,86.3,87.5,0.4,2452
105,2010-06-09,5007963,432769393,87.9,88.2,84.6,85.4,-2.1,2316
106,2010-06-10,3445181,299867191,87.1,88.5,85.5,88.4,3.0,1981
107,2010-06-11,5324027,478199830,90.7,91.0,88.7,89.5,1.1,2924
108,2010-06-14,2581919,232503268,90.5,90.8,89.5,89.6,0.1,1656
109,2010-06-15,2863717,258238291,90.0,90.7,89.6,90.1,0.5,1776
110,2010-06-17,4756613,429237919,91.0,91.1,89.7,90.1,0.0,2545
111,2010-06-18,2279019,204306700,90.1,90.9,88.9,88.9,-1.2,1294
112,2010-06-21,3237083,291130970,90.3,90.5,89.3,90.0,1.1,1965
113,2010-06-22,1569450,140815163,90.0,90.4,89.4,89.4,-0.6,956
114,2010-06-23,5014751,455537059,89.3,92.4,89.0,92.4,3.0,2912
115,2010-06-24,4649638,432714644,92.7,93.7,91.7,92.4,0.0,2920
116,2010-06-25,2589335,234368820,91.2,91.6,89.6,90.0,-2.4,1647
117,2010-06-28,2289552,206577980,91.0,91.0,89.7,90.1,0.1,1029
118,2010-06-29,3590741,322917717,90.6,91.6,88.7,88.9,-1.2,1944
119,2010-06-30,4562038,392097574,85.0,88.0,85.0,87.1,-1.8,2035
120,2010-07-01,2024947,177620460,87.1,88.5,87.1,87.5,0.4,1324
121,2010-07-02,1329762,117629942,89.5,89.6,88.0,88.0,0.5,906
122,2010-07-05,1972144,173692333,88.0,89.0,87.1,88.5,0.5,1269
123,2010-07-06,2284843,205217922,88.0,90.7,88.0,90.2,1.7,1453
124,2010-07-07,1928639,173329162,90.0,90.5,89.3,89.6,-0.6,1113
125,2010-07-08,9605420,898184766,91.4,94.7,90.8,94.5,4.9,5688
126,2010-07-09,3962570,371225810,95.0,95.3,92.8,93.2,-1.3,2192
127,2010-07-12,4673714,443973278,94.1,95.5,93.7,94.5,1.3,2476
128,2010-07-13,2713370,255073907,95.2,95.4,93.3,93.3,-1.2,1389
129,2010-07-14,3118590,294358078,95.0,95.5,93.7,94.4,1.1,1737
130,2010-07-15,1635187,153564972,94.9,94.9,93.5,93.5,-0.9,1194
131,2010-07-16,2658206,245556126,93.5,94.0,91.7,92.4,-1.1,1503
132,2010-07-19,6281532,563606489,91.5,91.8,88.6,89.6,-2.8,3507
133,2010-07-20,4042460,366401420,90.0,91.8,90.0,91.7,2.1,1898
134,2010-07-21,3061389,279456224,91.8,92.2,90.5,91.0,-0.7,1830
135,2010-07-22,4198968,376885120,90.4,91.5,89.3,89.6,-1.4,2435
136,2010-07-23,5534808,494176347,90.0,90.3,88.7,89.0,-0.6,3052
137,2010-07-26,3576285,322964310,90.0,91.2,89.5,90.5,1.5,2016
138,2010-07-27,7338761,662316561,90.0,91.0,89.7,90.4,-0.1,2831
139,2010-07-28,6699030,575712480,86.2,86.6,85.3,85.6,0.0,3164
140,2010-07-29,6326393,548033099,86.4,87.4,86.0,86.1,0.5,3247
141,2010-07-30,3934122,334382292,86.0,86.3,84.5,84.7,-1.4,2378
142,2010-08-02,3298717,281723662,85.5,85.8,85.1,85.5,0.8,1887
143,2010-08-03,8218448,709492435,86.0,86.7,85.9,86.5,1.0,3403
144,2010-08-04,4217405,360796935,86.5,86.5,85.0,85.3,-1.2,2233
145,2010-08-05,10379241,868089203,85.5,85.8,81.8,82.4,-2.9,5616
146,2010-08-06,9681100,785055939,82.0,83.1,79.8,81.2,-1.2,5456
147,2010-08-09,7922354,659845736,81.5,84.3,81.5,83.9,2.7,3887
148,2010-08-10,3637198,301343899,84.5,84.5,82.0,82.2,-1.7,2174
149,2010-08-11,4423251,364901631,81.6,83.2,81.5,82.4,0.2,1968
150,2010-08-12,4466434,364200888,82.3,82.4,81.1,81.6,-0.8,2500
151,2010-08-13,4123664,338619769,82.2,82.4,81.7,82.3,0.7,2497
152,2010-08-16,3996533,325775199,82.3,82.5,81.0,81.8,-0.5,2065
153,2010-08-17,3884519,317796558,81.8,82.8,81.5,81.5,-0.3,1983
154,2010-08-18,2704364,221737200,82.6,82.6,81.6,81.6,0.1,1621
155,2010-08-19,12678537,1074292401,82.6,86.4,82.6,85.5,3.9,7024
156,2010-08-20,4934620,420985800,85.9,86.3,84.6,85.0,-0.5,2832
157,2010-08-23,3460616,292755013,85.1,85.3,84.0,84.3,-0.7,1803
158,2010-08-24,2713914,228045737,84.1,85.0,83.1,83.2,-1.1,1788
159,2010-08-25,5448829,445350107,82.8,82.8,81.0,81.0,-2.2,3206
160,2010-08-26,3354735,274035670,81.1,82.5,81.0,81.2,0.2,2050
161,2010-08-27,3307601,268456282,81.2,81.7,80.6,81.4,0.2,1909
162,2010-08-30,2741891,224069414,82.0,82.3,81.1,81.2,-0.2,1661
163,2010-08-31,13834168,1068175840,80.6,80.6,75.7,76.4,-4.8,6705
164,2010-09-01,11588309,863343094,76.4,76.5,73.2,74.5,-1.9,6002
165,2010-09-02,7119274,547811846,75.9,77.9,75.4,77.4,2.9,3948
166,2010-09-03,7132561,567904026,77.5,80.9,77.5,80.3,2.9,4165
167,2010-09-06,4826270,386663709,81.3,81.4,79.5,79.8,-0.5,2534
168,2010-09-07,6440349,521145220,80.5,82.4,79.6,80.0,0.2,3868
169,2010-09-08,4759310,375811041,80.0,80.0,78.2,78.7,-1.3,2902
170,2010-09-09,4088142,326040760,79.6,80.3,79.1,79.5,0.8,2257
171,2010-09-10,14422347,1214318154,82.6,85.0,82.6,83.9,4.4,6372
172,2010-09-13,6696442,562970128,84.5,84.7,83.3,84.0,0.1,3630
173,2010-09-14,8083135,686370895,84.0,85.5,84.0,84.5,0.5,3843
174,2010-09-15,15573323,1346088816,85.0,87.7,84.4,86.5,2.0,7293
175,2010-09-16,14283369,1255522303,87.0,89.4,86.5,87.0,0.5,6811
176,2010-09-17,8703072,759665449,88.1,88.4,85.5,85.5,-1.5,4009
177,2010-09-20,4269542,366315780,86.3,86.5,85.2,85.6,0.1,2178
178,2010-09-21,4886421,420240759,86.0,87.0,85.4,85.7,0.1,2402
179,2010-09-23,4928393,418580304,86.0,86.3,84.3,85.0,-0.7,2594
180,2010-09-24,6045679,508953762,84.0,85.7,83.0,84.5,-0.5,3061
181,2010-09-27,8285194,716013043,86.2,87.2,85.4,86.4,1.9,3851
182,2010-09-28,5861812,504596356,86.4,86.9,84.7,85.2,-1.2,2835
183,2010-09-29,19127551,1683803493,86.4,89.5,85.8,88.1,2.9,8183
184,2010-09-30,12137414,1079542119,88.9,90.0,87.8,88.5,0.4,5560
185,2010-10-01,8868167,795638715,89.9,90.4,89.0,89.5,1.0,3987
186,2010-10-04,7831923,686066499,90.0,90.1,86.0,86.7,-2.8,3586
187,2010-10-05,5263223,458281760,87.0,87.7,86.5,87.3,0.6,2880
188,2010-10-06,5574126,489617988,88.5,88.9,87.2,88.0,0.7,2827
189,2010-10-07,6182566,544743444,87.7,88.7,87.2,88.4,0.4,3250
190,2010-10-08,6041006,532736014,89.0,89.0,87.6,87.7,-0.7,3072
191,2010-10-11,2210474,193591212,88.5,88.5,86.6,87.1,-0.6,1323
192,2010-10-12,3323118,286939417,87.1,87.6,85.5,85.6,-1.5,1983
193,2010-10-13,2411376,209294253,85.9,87.4,85.8,87.4,1.8,1425
194,2010-10-14,2192388,192228376,87.9,88.0,87.0,88.0,0.6,1273
195,2010-10-15,3564018,313445984,88.0,88.7,87.0,87.9,-0.1,1786
196,2010-10-18,4235070,367286724,87.9,88.0,85.7,86.2,-1.7,1721
197,2010-10-19,4724084,415365458,86.5,88.6,85.8,88.1,1.9,2512
198,2010-10-20,8693142,779732284,87.9,90.6,87.4,90.2,2.1,5020
199,2010-10-21,5600432,504417048,90.2,90.5,89.5,90.2,0.0,3025
200,2010-10-22,5324326,483219719,90.5,91.2,90.4,90.5,0.3,2685
201,2010-10-25,4965483,454955618,91.0,92.1,90.8,91.2,0.7,2561
202,2010-10-26,3019158,273763949,91.5,92.0,90.2,90.6,-0.6,1761
203,2010-10-27,2938729,267417539,91.0,91.5,90.2,91.0,0.4,1581
204,2010-10-28,5778036,518080904,91.2,91.2,88.5,89.0,-2.0,3084
205,2010-10-29,4050252,360697628,90.0,90.0,88.7,89.0,0.0,1619
206,2010-11-01,2731027,244510503,89.0,90.6,88.8,90.0,1.0,1687
207,2010-11-02,1585563,141459438,90.0,90.1,88.5,88.6,-1.4,926
208,2010-11-03,8378870,718374696,88.9,89.0,84.5,85.0,-3.6,4326
209,2010-11-04,3917488,336490591,85.0,87.0,84.7,87.0,2.0,2170
210,2010-11-05,4586049,404259424,88.0,89.0,87.2,88.6,1.6,2230
211,2010-11-08,2394493,209336029,88.6,88.6,86.2,87.9,-0.7,1426
212,2010-11-09,3658055,323823041,87.9,89.2,87.6,88.5,0.6,1481
213,2010-11-10,2474510,218141049,88.5,88.7,87.8,88.7,0.2,1173
214,2010-11-11,3218579,287024210,88.7,90.2,88.4,88.4,-0.3,1953
215,2010-11-12,2619288,229914444,88.0,88.4,87.0,88.4,0.0,1496
216,2010-11-15,1821824,160849372,88.0,89.0,87.6,88.0,-0.4,1208
217,2010-11-16,2199117,193411731,87.3,88.5,87.1,87.5,-0.5,1150
218,2010-11-17,3719955,323912860,87.0,88.0,86.5,87.8,0.3,1719
219,2010-11-18,1519992,132649889,87.0,87.8,87.0,87.1,-0.7,800
220,2010-11-19,9549389,867010900,87.5,92.0,87.5,90.8,3.7,5018
221,2010-11-22,6797439,626712301,91.9,92.9,91.0,91.4,0.6,3674
222,2010-11-23,8434062,782797904,92.0,93.4,92.0,92.3,0.9,3698
223,2010-11-24,3988532,366021867,91.0,92.3,91.0,91.7,-0.6,1832
224,2010-11-25,13756673,1304775789,92.4,97.0,92.0,94.8,3.1,6751
225,2010-11-26,7500500,715309766,95.0,96.3,94.9,95.5,0.7,3912
226,2010-11-29,5012528,478861388,96.7,96.7,93.9,96.0,0.5,2541
227,2010-11-30,9047534,879717615,96.0,98.2,95.6,97.0,1.0,4530
228,2010-12-01,4639155,451530924,97.0,98.0,96.3,96.8,-0.2,2568
229,2010-12-02,8946719,887818681,98.4,100.5,98.1,99.3,2.5,4257
230,2010-12-03,3454308,342126712,99.8,100.0,98.3,98.5,-0.8,1825
231,2010-12-06,3493415,347560478,99.0,100.5,98.8,99.3,0.8,1815
232,2010-12-07,8114031,824654577,101.0,103.5,100.0,100.5,1.2,3876
233,2010-12-08,3603047,357270412,100.0,100.5,98.3,98.5,-2.0,2245
234,2010-12-09,5213480,513883605,99.0,99.7,98.3,98.8,0.3,2563
235,2010-12-10,3107758,304928484,98.5,98.8,97.6,98.0,-0.8,1846
236,2010-12-13,5961108,591927333,98.5,99.9,98.5,99.6,1.6,2386
237,2010-12-14,5124010,508019174,100.0,100.5,98.0,99.0,-0.6,2712
238,2010-12-15,6180657,595223670,98.9,98.9,94.5,96.9,-2.1,2972
239,2010-12-16,4444401,429308416,96.9,97.2,95.8,97.1,0.2,1984
240,2010-12-17,5181067,497458397,97.2,97.7,95.6,95.7,-1.4,2865
241,2010-12-20,6513604,613150066,95.8,96.7,92.8,94.1,-1.6,3098
242,2010-12-21,8091113,767492959,94.1,96.4,93.5,96.3,2.2,3657
243,2010-12-22,5861987,570898306,97.7,98.0,96.6,97.4,1.1,3089
244,2010-12-23,2731545,264664789,98.0,98.0,96.4,96.9,-0.5,1525
245,2010-12-24,2929072,283520512,98.0,98.0,96.0,96.0,-0.9,1735
246,2010-12-27,3824208,361333945,96.0,96.1,94.0,94.4,-1.6,2397
247,2010-12-28,4889084,466139780,94.5,96.5,94.4,94.8,0.4,2264
248,2010-12-29,5089730,475735648,95.0,95.4,92.5,93.0,-1.8,2627
249,2010-12-30,4126833,388606805,93.0,94.8,93.0,94.5,1.5,2448
250,2010-12-31,1873321,175777674,94.5,94.7,93.1,94.0,-0.5,1167
251,2011-01-03,2227420,208942209,94.5,94.5,93.0,93.6,-0.4,1063
252,2011-01-04,3686944,352191724,94.2,96.3,94.1,96.0,2.4,2055
253,2011-01-05,3520541,332063112,96.0,96.3,93.2,93.3,-2.7,1906
254,2011-01-06,2943889,277895617,94.0,95.2,93.6,95.2,1.9,1350
255,2011-01-07,2388098,225519163,95.8,95.8,93.2,94.6,-0.6,1392
256,2011-01-10,1900597,179223284,95.0,95.2,93.6,94.8,0.2,1078
257,2011-01-11,4397905,422438280,94.3,96.7,94.3,96.0,1.2,2404
258,2011-01-12,4557967,438840406,96.2,96.8,95.6,96.2,0.2,2279
259,2011-01-13,6527874,640052290,97.2,98.5,96.7,98.2,2.0,3385
260,2011-01-14,2111546,205603430,98.2,98.2,96.8,97.5,-0.7,986
261,2011-01-17,3534278,340057024,98.0,98.1,95.5,95.5,-2.0,1840
262,2011-01-18,2833662,275169514,96.0,97.8,96.0,97.3,1.8,1750
263,2011-01-19,5531678,534572766,97.7,97.7,95.8,97.2,-0.1,2209
264,2011-01-20,1369184,132541404,97.4,97.8,96.2,96.2,-1.0,1013
265,2011-01-21,3075014,293277235,96.1,96.2,95.0,95.1,-1.1,1568
266,2011-01-24,1730964,164830255,95.5,95.9,94.8,95.6,0.5,1027
267,2011-01-25,3091473,297301262,96.9,96.9,95.7,95.7,0.1,1193
268,2011-01-26,2856018,275994212,96.1,97.8,95.5,96.6,0.9,1437
269,2011-01-27,2822001,276034779,97.8,98.5,97.0,97.8,1.2,1711
270,2011-01-28,4707633,456940736,98.8,98.9,96.0,96.6,-1.2,2135
271,2011-02-08,5031389,474163466,96.6,96.6,92.8,93.7,-2.9,2759
272,2011-02-09,4868101,450462292,92.4,93.5,91.1,91.6,-2.1,2889
273,2011-02-10,3948771,363291449,91.5,92.7,91.2,92.0,0.4,1947
274,2011-02-11,2625005,240477247,92.3,92.3,90.8,90.9,-1.1,1500
275,2011-02-14,5964709,547830187,91.6,92.6,91.1,92.1,1.2,2341
276,2011-02-15,3403967,312208476,92.0,92.6,91.1,91.2,-0.9,1872
277,2011-02-16,6285898,566628960,91.2,91.7,89.1,89.1,-2.1,3199
278,2011-02-17,5612059,502561910,89.3,90.3,88.6,89.5,0.4,2745
279,2011-02-18,5479086,506230212,90.4,93.6,90.0,92.0,2.5,2937
280,2011-02-21,10152814,951240616,94.0,95.0,92.5,94.0,2.0,4529
281,2011-02-22,8448488,765608698,92.5,92.5,89.5,89.5,-4.5,4037
282,2011-02-23,4769330,425483028,88.5,90.8,88.1,88.2,-1.3,2638
283,2011-02-24,3485810,307824680,89.2,89.8,87.3,88.0,-0.2,1922
284,2011-02-25,4721395,423317455,88.8,91.2,88.1,90.8,2.8,2785
285,2011-03-01,4196944,381537658,91.1,91.7,90.1,90.1,-0.7,1379
286,2011-03-02,3762778,338038064,87.5,91.1,87.5,89.1,-1.0,1788
287,2011-03-03,3900437,356536004,90.9,92.5,90.3,92.0,2.9,2335
288,2011-03-04,4629590,431083237,94.0,94.0,91.2,91.2,-0.8,2483
289,2011-03-07,1758623,160649393,90.5,91.9,90.5,91.3,0.1,1091
290,2011-03-08,2666744,244133217,91.0,92.7,91.0,91.3,0.0,1446
291,2011-03-09,2264901,206975010,92.0,92.5,90.7,90.7,-0.6,1412
292,2011-03-10,4693877,421169027,90.7,90.7,89.0,89.0,-1.7,2267
293,2011-03-11,2549626,225668583,88.5,88.8,88.3,88.7,-0.3,1496
294,2011-03-14,5580991,493275899,89.0,90.0,87.4,88.5,-0.2,2366
295,2011-03-15,8964627,771797587,88.5,89.5,82.4,87.9,-0.6,3534
296,2011-03-16,4066279,355744534,88.0,88.6,86.8,87.2,-0.7,1827
297,2011-03-17,6050192,520143939,86.3,87.0,84.8,85.9,-1.3,2401
298,2011-03-18,2511134,218440628,87.4,87.6,86.5,87.6,1.7,1346
299,2011-03-21,2136383,189643973,88.4,89.2,87.8,88.7,1.1,1401
300,2011-03-22,2071005,184507345,89.5,89.9,88.6,88.6,-0.1,1367
301,2011-03-23,2929891,258181538,89.5,89.5,87.8,87.8,-0.8,1664
302,2011-03-24,4721140,410737686,88.1,88.5,86.5,86.5,-1.3,2764
303,2011-03-25,4312525,372268160,87.2,87.3,85.9,86.0,-0.5,2244
304,2011-03-28,2521744,217539584,86.1,86.7,85.9,85.9,-0.1,1397
305,2011-03-29,2513986,215969796,85.9,86.6,85.5,85.5,-0.4,1697
306,2011-03-30,3309762,284856785,86.5,86.6,85.6,85.6,0.1,1683
307,2011-03-31,4911336,423207360,86.0,86.7,85.6,86.6,1.0,1552
308,2011-04-01,1820584,157998850,87.0,87.2,86.2,87.1,0.5,869
309,2011-04-06,3861037,342805427,88.0,89.3,87.6,89.1,2.0,2179
310,2011-04-07,2639868,232072431,89.1,89.1,87.4,88.2,-0.9,1579
311,2011-04-08,4201604,365944275,88.5,88.5,86.5,87.8,-0.4,2022
312,2011-04-11,5088587,439402368,87.8,87.8,85.9,86.1,-1.7,2152
313,2011-04-12,4227569,364042726,86.0,86.7,85.8,86.1,0.0,1745
314,2011-04-13,1470579,127052777,86.5,86.7,85.8,86.4,0.3,782
315,2011-04-14,5080491,432339813,86.1,86.2,84.1,85.0,-1.4,2833
316,2011-04-15,3966378,337706530,85.4,85.8,84.7,84.8,-0.2,2013
317,2011-04-18,2272959,193312412,84.8,85.7,84.4,84.7,-0.1,1229
318,2011-04-19,5702172,471554976,83.8,84.2,81.5,82.6,-2.1,3090
319,2011-04-20,2835832,238512220,83.5,85.0,82.8,85.0,2.4,1875
320,2011-04-21,2969590,257118977,86.0,87.3,86.0,86.6,1.6,1815
321,2011-04-22,1754116,151809973,86.0,87.0,86.0,86.2,-0.4,1017
322,2011-04-25,3147428,275924807,87.0,88.5,86.6,87.9,1.7,1908
323,2011-04-26,2243321,197883703,87.5,88.6,87.0,88.5,0.6,1289
324,2011-04-27,5067754,455261814,89.0,90.7,88.8,90.1,1.6,2790
325,2011-04-28,3900400,349207794,90.5,90.6,88.4,88.4,-1.7,1920
326,2011-04-29,2052986,181158968,89.5,89.5,87.3,87.5,-0.9,1134
327,2011-05-03,2110498,187641166,88.7,89.5,87.5,89.5,2.0,1413
328,2011-05-04,1950401,173604186,89.9,89.9,88.0,88.7,-0.8,1098
329,2011-05-05,2016897,180160875,88.7,90.0,88.3,89.7,1.0,1142
330,2011-05-06,1681085,149570725,89.7,89.7,88.5,89.0,-0.7,1031
331,2011-05-09,3326447,299220383,89.1,90.6,88.9,89.4,0.4,1977
332,2011-05-10,956190,84792510,89.5,89.5,88.2,88.2,-1.2,622
333,2011-05-11,1246074,110222072,89.0,89.1,88.2,88.9,0.7,843
334,2011-05-12,1063256,94480447,88.0,89.4,88.0,88.9,0.0,654
335,2011-05-13,5138007,468934723,89.0,92.1,89.0,91.9,3.0,2895
336,2011-05-16,3021664,276245916,92.0,92.4,90.5,91.2,-0.7,1852
337,2011-05-17,5593097,516066540,91.8,93.4,90.6,93.4,2.2,2826
338,2011-05-18,3246736,300124861,93.4,93.6,91.4,92.0,-1.4,2049
339,2011-05-19,2979985,273690626,92.1,92.8,90.8,90.8,-1.2,1671
340,2011-05-20,3373918,300635339,90.8,91.0,88.1,88.2,-2.6,2105
341,2011-05-23,1611315,141668586,87.6,88.5,87.5,87.9,-0.3,1092
342,2011-05-24,4828731,438062030,87.9,92.6,87.9,92.5,4.6,2568
